RetainedRef	DuplicateRef
ENSMUST00000215164.2	ENSMUST00000069342.1
ENSMUST00000112318.9	ENSMUST00000229732.1
ENSMUST00000053308.9	ENSMUST00000214009.1
ENSMUST00000120801.1	ENSMUST00000120484.7
ENSMUST00000106930.7	ENSMUST00000094953.10
ENSMUST00000106930.7	ENSMUST00000106929.9
ENSMUST00000207747.1	ENSMUST00000043898.7
ENSMUST00000108862.7	ENSMUST00000108861.7
ENSMUST00000209117.1	ENSMUST00000069537.2
ENSMUST00000209117.1	ENSMUST00000178385.8
ENSMUST00000209126.1	ENSMUST00000061193.3
ENSMUST00000178474.7	ENSMUST00000027579.16
ENSMUST00000235966.1	ENSMUST00000235603.1
ENSMUST00000235966.1	ENSMUST00000025511.10
ENSMUST00000235966.1	ENSMUST00000118551.7
ENSMUST00000235966.1	ENSMUST00000122279.1
ENSMUST00000106318.7	ENSMUST00000106321.8
ENSMUST00000106318.7	ENSMUST00000056458.13
ENSMUST00000106204.1	ENSMUST00000053202.11
ENSMUST00000230054.1	ENSMUST00000039665.7
ENSMUST00000112152.7	ENSMUST00000057421.14
ENSMUST00000112152.7	ENSMUST00000112151.1
ENSMUST00000112152.7	ENSMUST00000223237.1
ENSMUST00000132112.7	ENSMUST00000124803.7
ENSMUST00000171518.7	ENSMUST00000076123.11
ENSMUST00000109771.1	ENSMUST00000056495.13
ENSMUST00000179926.8	ENSMUST00000035777.9
ENSMUST00000081702.11	ENSMUST00000165690.1
ENSMUST00000023144.5	ENSMUST00000230568.1
ENSMUST00000137821.7	ENSMUST00000201938.3
ENSMUST00000162585.7	ENSMUST00000022788.14
ENSMUST00000213412.1	ENSMUST00000215205.1
ENSMUST00000213412.1	ENSMUST00000099808.1
ENSMUST00000100400.8	ENSMUST00000062801.10
ENSMUST00000100400.8	ENSMUST00000107168.7
ENSMUST00000228656.1	ENSMUST00000227110.1
ENSMUST00000228656.1	ENSMUST00000091721.2
ENSMUST00000216157.1	ENSMUST00000056727.4
ENSMUST00000111964.7	ENSMUST00000090792.10
ENSMUST00000012612.10	ENSMUST00000109787.7
ENSMUST00000012612.10	ENSMUST00000109786.7
ENSMUST00000163884.7	ENSMUST00000002924.14
ENSMUST00000023250.10	ENSMUST00000166694.1
ENSMUST00000200457.4	ENSMUST00000128264.5
ENSMUST00000124314.2	ENSMUST00000168550.7
ENSMUST00000176752.7	ENSMUST00000176727.7
ENSMUST00000085677.8	ENSMUST00000034880.9
ENSMUST00000085677.8	ENSMUST00000170397.7
ENSMUST00000085677.8	ENSMUST00000167479.7
ENSMUST00000028802.2	ENSMUST00000099542.8
ENSMUST00000215424.1	ENSMUST00000214259.1
ENSMUST00000215424.1	ENSMUST00000097325.3
ENSMUST00000022142.6	ENSMUST00000222155.1
ENSMUST00000112636.7	ENSMUST00000112635.7
ENSMUST00000112636.7	ENSMUST00000068595.5
ENSMUST00000105858.7	ENSMUST00000105859.7
ENSMUST00000105858.7	ENSMUST00000105857.7
ENSMUST00000105858.7	ENSMUST00000064481.14
ENSMUST00000020775.8	ENSMUST00000107923.9
ENSMUST00000020775.8	ENSMUST00000178105.2
ENSMUST00000042700.11	ENSMUST00000181010.4
ENSMUST00000217568.1	ENSMUST00000213806.1
ENSMUST00000217568.1	ENSMUST00000214695.1
ENSMUST00000217568.1	ENSMUST00000073732.4
ENSMUST00000034508.13	ENSMUST00000177054.7
ENSMUST00000034508.13	ENSMUST00000114830.8
ENSMUST00000188706.1	ENSMUST00000179922.1
ENSMUST00000105124.2	ENSMUST00000178459.2
ENSMUST00000105124.2	ENSMUST00000177740.1
ENSMUST00000210973.2	ENSMUST00000084457.2
ENSMUST00000215949.1	ENSMUST00000207492.2
ENSMUST00000215949.1	ENSMUST00000098140.1
ENSMUST00000178823.1	ENSMUST00000229393.1
ENSMUST00000059699.8	ENSMUST00000178228.2
ENSMUST00000019931.11	ENSMUST00000229554.1
ENSMUST00000038411.4	ENSMUST00000218067.1
ENSMUST00000038411.4	ENSMUST00000178231.1
ENSMUST00000129825.1	ENSMUST00000229649.1
ENSMUST00000217177.1	ENSMUST00000071362.2
ENSMUST00000033830.14	ENSMUST00000187391.6
ENSMUST00000111574.2	ENSMUST00000099872.3
ENSMUST00000217610.1	ENSMUST00000084743.6
ENSMUST00000217610.1	ENSMUST00000216669.1
ENSMUST00000182439.7	ENSMUST00000047061.12
ENSMUST00000100064.8	ENSMUST00000164384.8
ENSMUST00000138645.7	ENSMUST00000229913.1
ENSMUST00000177585.8	ENSMUST00000230301.1
ENSMUST00000203353.2	ENSMUST00000230680.1
ENSMUST00000107505.7	ENSMUST00000090945.4
ENSMUST00000170693.8	ENSMUST00000167406.1
ENSMUST00000210644.2	ENSMUST00000214112.1
ENSMUST00000210644.2	ENSMUST00000213251.1
ENSMUST00000210644.2	ENSMUST00000208759.1
ENSMUST00000210644.2	ENSMUST00000088687.2
ENSMUST00000140219.7	ENSMUST00000131565.7
ENSMUST00000140219.7	ENSMUST00000128886.7
ENSMUST00000186023.6	ENSMUST00000112984.3
ENSMUST00000166873.8	ENSMUST00000040562.13
ENSMUST00000121337.7	ENSMUST00000101080.1
ENSMUST00000121337.7	ENSMUST00000167049.7
ENSMUST00000212502.3	ENSMUST00000074681.1
ENSMUST00000220627.1	ENSMUST00000231181.1
ENSMUST00000105742.7	ENSMUST00000105741.1
ENSMUST00000044179.7	ENSMUST00000229395.1
ENSMUST00000179869.2	ENSMUST00000224188.1
ENSMUST00000194367.5	ENSMUST00000108347.2
ENSMUST00000194367.5	ENSMUST00000200965.3
ENSMUST00000194367.5	ENSMUST00000202896.1
ENSMUST00000196817.4	ENSMUST00000002303.11
ENSMUST00000196817.4	ENSMUST00000106787.7
ENSMUST00000079754.10	ENSMUST00000154376.7
ENSMUST00000079754.10	ENSMUST00000132580.7
ENSMUST00000079754.10	ENSMUST00000217142.1
ENSMUST00000079754.10	ENSMUST00000216156.1
ENSMUST00000079754.10	ENSMUST00000215703.1
ENSMUST00000108930.8	ENSMUST00000178829.7
ENSMUST00000180143.1	ENSMUST00000178414.1
ENSMUST00000113972.8	ENSMUST00000113973.7
ENSMUST00000217094.1	ENSMUST00000104903.3
ENSMUST00000195015.5	ENSMUST00000097473.9
ENSMUST00000203937.1	ENSMUST00000203587.1
ENSMUST00000216677.1	ENSMUST00000073127.13
ENSMUST00000227630.1	ENSMUST00000227039.1
ENSMUST00000065889.9	ENSMUST00000111821.8
ENSMUST00000057502.13	ENSMUST00000169950.1
ENSMUST00000126887.7	ENSMUST00000136577.8
ENSMUST00000126887.7	ENSMUST00000144267.1
ENSMUST00000239255.1	ENSMUST00000239211.1
ENSMUST00000022986.7	ENSMUST00000230488.1
ENSMUST00000123727.7	ENSMUST00000216186.1
ENSMUST00000051293.7	ENSMUST00000100514.2
ENSMUST00000025698.13	ENSMUST00000113526.1
ENSMUST00000025698.13	ENSMUST00000201025.3
ENSMUST00000025698.13	ENSMUST00000201279.1
ENSMUST00000233158.1	ENSMUST00000076664.6
ENSMUST00000146411.8	ENSMUST00000018699.12
ENSMUST00000146411.8	ENSMUST00000092959.10
ENSMUST00000025409.8	ENSMUST00000171470.7
ENSMUST00000033606.14	ENSMUST00000113304.1
ENSMUST00000213649.1	ENSMUST00000095954.3
ENSMUST00000109408.9	ENSMUST00000171696.7
ENSMUST00000093336.7	ENSMUST00000231681.1
ENSMUST00000137769.2	ENSMUST00000163946.1
ENSMUST00000191100.1	ENSMUST00000187803.2
ENSMUST00000215359.1	ENSMUST00000164391.2
ENSMUST00000237962.1	ENSMUST00000237077.1
ENSMUST00000065124.1	ENSMUST00000230289.1
ENSMUST00000043356.12	ENSMUST00000180260.7
ENSMUST00000043356.12	ENSMUST00000109532.8
ENSMUST00000030942.12	ENSMUST00000137487.8
ENSMUST00000207976.3	ENSMUST00000099598.1
ENSMUST00000232633.1	ENSMUST00000114244.1
ENSMUST00000022521.12	ENSMUST00000112211.8
ENSMUST00000232385.1	ENSMUST00000231615.1
ENSMUST00000070810.7	ENSMUST00000212563.1
ENSMUST00000070810.7	ENSMUST00000211920.1
ENSMUST00000217358.1	ENSMUST00000229627.1
ENSMUST00000111540.3	ENSMUST00000216001.1
ENSMUST00000111540.3	ENSMUST00000143935.2
ENSMUST00000111540.3	ENSMUST00000099777.2
ENSMUST00000115454.1	ENSMUST00000115453.1
ENSMUST00000095424.5	ENSMUST00000084040.2
ENSMUST00000229378.1	ENSMUST00000230497.1
ENSMUST00000109350.8	ENSMUST00000149287.7
ENSMUST00000109350.8	ENSMUST00000069385.14
ENSMUST00000109350.8	ENSMUST00000109349.8
ENSMUST00000109350.8	ENSMUST00000017878.2
ENSMUST00000111300.7	ENSMUST00000111299.7
ENSMUST00000111300.7	ENSMUST00000064950.10
ENSMUST00000111300.7	ENSMUST00000097467.7
ENSMUST00000176038.7	ENSMUST00000004964.14
ENSMUST00000034621.15	ENSMUST00000169651.2
ENSMUST00000034621.15	ENSMUST00000168499.8
ENSMUST00000062765.13	ENSMUST00000108560.7
ENSMUST00000062765.13	ENSMUST00000165705.7
ENSMUST00000111445.9	ENSMUST00000216935.1
ENSMUST00000070653.12	ENSMUST00000168579.7
ENSMUST00000070653.12	ENSMUST00000100130.9
ENSMUST00000201292.3	ENSMUST00000202679.3
ENSMUST00000201292.3	ENSMUST00000202082.3
ENSMUST00000180207.7	ENSMUST00000178672.1
ENSMUST00000180207.7	ENSMUST00000101654.9
ENSMUST00000180207.7	ENSMUST00000177917.1
ENSMUST00000180207.7	ENSMUST00000180344.7
ENSMUST00000180207.7	ENSMUST00000177566.1
ENSMUST00000180207.7	ENSMUST00000101647.3
ENSMUST00000180207.7	ENSMUST00000101645.9
ENSMUST00000180207.7	ENSMUST00000169396.2
ENSMUST00000180207.7	ENSMUST00000119362.7
ENSMUST00000180207.7	ENSMUST00000178745.1
ENSMUST00000180207.7	ENSMUST00000079797.12
ENSMUST00000180207.7	ENSMUST00000178152.1
ENSMUST00000180207.7	ENSMUST00000179874.1
ENSMUST00000180207.7	ENSMUST00000075388.12
ENSMUST00000180207.7	ENSMUST00000178966.1
ENSMUST00000109316.7	ENSMUST00000059954.13
ENSMUST00000029450.9	ENSMUST00000170856.5
ENSMUST00000029450.9	ENSMUST00000200041.4
ENSMUST00000029450.9	ENSMUST00000197322.1
ENSMUST00000029450.9	ENSMUST00000172026.7
ENSMUST00000024963.10	ENSMUST00000144236.8
ENSMUST00000024963.10	ENSMUST00000129616.7
ENSMUST00000168479.2	ENSMUST00000100529.9
ENSMUST00000114399.7	ENSMUST00000139845.7
ENSMUST00000114399.7	ENSMUST00000137191.7
ENSMUST00000113483.1	ENSMUST00000200962.1
ENSMUST00000033075.13	ENSMUST00000121705.7
ENSMUST00000032754.8	ENSMUST00000205822.1
ENSMUST00000043273.15	ENSMUST00000167042.7
ENSMUST00000043273.15	ENSMUST00000171912.7
ENSMUST00000105730.1	ENSMUST00000230398.1
ENSMUST00000169082.2	ENSMUST00000088200.12
ENSMUST00000117415.7	ENSMUST00000118263.7
ENSMUST00000117415.7	ENSMUST00000119714.7
ENSMUST00000233255.1	ENSMUST00000161972.9
ENSMUST00000174037.7	ENSMUST00000174117.1
ENSMUST00000110963.7	ENSMUST00000110962.1
ENSMUST00000110963.7	ENSMUST00000066617.11
ENSMUST00000049395.14	ENSMUST00000109902.3
ENSMUST00000001806.9	ENSMUST00000107308.3
ENSMUST00000227774.1	ENSMUST00000226771.1
ENSMUST00000227774.1	ENSMUST00000228681.1
ENSMUST00000227774.1	ENSMUST00000228559.1
ENSMUST00000227774.1	ENSMUST00000228674.1
ENSMUST00000227774.1	ENSMUST00000227866.1
ENSMUST00000227774.1	ENSMUST00000227386.1
ENSMUST00000227774.1	ENSMUST00000228484.1
ENSMUST00000227774.1	ENSMUST00000226321.1
ENSMUST00000227774.1	ENSMUST00000226128.1
ENSMUST00000227774.1	ENSMUST00000226733.1
ENSMUST00000227774.1	ENSMUST00000228228.1
ENSMUST00000174433.1	ENSMUST00000170131.1
ENSMUST00000229325.1	ENSMUST00000231206.1
ENSMUST00000049281.11	ENSMUST00000097622.3
ENSMUST00000230890.1	ENSMUST00000229032.1
ENSMUST00000111051.9	ENSMUST00000111047.8
ENSMUST00000111051.9	ENSMUST00000111049.8
ENSMUST00000111051.9	ENSMUST00000111046.8
ENSMUST00000111051.9	ENSMUST00000111050.9
ENSMUST00000111051.9	ENSMUST00000176893.7
ENSMUST00000111051.9	ENSMUST00000111045.8
ENSMUST00000111051.9	ENSMUST00000111043.8
ENSMUST00000111051.9	ENSMUST00000111044.2
ENSMUST00000232611.1	ENSMUST00000069107.13
ENSMUST00000232611.1	ENSMUST00000115731.9
ENSMUST00000164877.7	ENSMUST00000217467.1
ENSMUST00000205271.1	ENSMUST00000058702.6
ENSMUST00000215369.1	ENSMUST00000216199.1
ENSMUST00000215369.1	ENSMUST00000215686.1
ENSMUST00000215369.1	ENSMUST00000101461.1
ENSMUST00000043042.9	ENSMUST00000050949.8
ENSMUST00000079996.12	ENSMUST00000110851.7
ENSMUST00000218275.1	ENSMUST00000219457.1
ENSMUST00000022428.12	ENSMUST00000169895.2
ENSMUST00000126778.7	ENSMUST00000191617.6
ENSMUST00000111725.7	ENSMUST00000111726.9
ENSMUST00000111725.7	ENSMUST00000039729.4
ENSMUST00000111725.7	ENSMUST00000111723.7
ENSMUST00000111725.7	ENSMUST00000111724.7
ENSMUST00000111725.7	ENSMUST00000111721.1
ENSMUST00000111725.7	ENSMUST00000111719.1
ENSMUST00000059093.6	ENSMUST00000211868.1
ENSMUST00000195234.1	ENSMUST00000179455.1
ENSMUST00000139102.1	ENSMUST00000154086.7
ENSMUST00000233198.1	ENSMUST00000170419.2
ENSMUST00000213163.1	ENSMUST00000215451.1
ENSMUST00000213163.1	ENSMUST00000215327.1
ENSMUST00000213163.1	ENSMUST00000061020.1
ENSMUST00000061833.5	ENSMUST00000213544.1
ENSMUST00000118161.2	ENSMUST00000231290.1
ENSMUST00000005488.8	ENSMUST00000219237.1
ENSMUST00000166880.2	ENSMUST00000075414.7
ENSMUST00000166880.2	ENSMUST00000217739.1
ENSMUST00000178489.1	ENSMUST00000094521.5
ENSMUST00000178489.1	ENSMUST00000181513.2
ENSMUST00000128259.8	ENSMUST00000055930.5
ENSMUST00000187083.6	ENSMUST00000015645.10
ENSMUST00000187083.6	ENSMUST00000191138.6
ENSMUST00000038563.13	ENSMUST00000167078.7
ENSMUST00000111506.2	ENSMUST00000216475.1
ENSMUST00000111506.2	ENSMUST00000099757.1
ENSMUST00000214157.1	ENSMUST00000080748.1
ENSMUST00000053880.12	ENSMUST00000111905.7
ENSMUST00000151952.7	ENSMUST00000042161.14
ENSMUST00000067763.9	ENSMUST00000114810.1
ENSMUST00000165965.7	ENSMUST00000051711.15
ENSMUST00000155487.7	ENSMUST00000054730.9
ENSMUST00000186568.6	ENSMUST00000027754.6
ENSMUST00000045174.6	ENSMUST00000233210.1
ENSMUST00000045174.6	ENSMUST00000233886.1
ENSMUST00000110537.7	ENSMUST00000028653.13
ENSMUST00000112907.7	ENSMUST00000033634.4
ENSMUST00000103241.7	ENSMUST00000076335.11
ENSMUST00000039016.13	ENSMUST00000179108.8
ENSMUST00000039016.13	ENSMUST00000178087.2
ENSMUST00000103091.8	ENSMUST00000094329.10
ENSMUST00000214003.2	ENSMUST00000214264.2
ENSMUST00000214003.2	ENSMUST00000052901.1
ENSMUST00000121292.7	ENSMUST00000044103.5
ENSMUST00000223679.1	ENSMUST00000225000.1
ENSMUST00000223679.1	ENSMUST00000047490.5
ENSMUST00000159216.8	ENSMUST00000082424.10
ENSMUST00000134159.2	ENSMUST00000205840.1
ENSMUST00000121564.7	ENSMUST00000059057.13
ENSMUST00000228092.1	ENSMUST00000072972.4
ENSMUST00000181088.3	ENSMUST00000077732.1
ENSMUST00000181375.3	ENSMUST00000230611.1
ENSMUST00000023631.16	ENSMUST00000099502.8
ENSMUST00000006667.10	ENSMUST00000183409.1
ENSMUST00000112320.7	ENSMUST00000005365.14
ENSMUST00000106259.8	ENSMUST00000026666.12
ENSMUST00000064547.12	ENSMUST00000208816.1
ENSMUST00000103151.7	ENSMUST00000103150.9
ENSMUST00000106033.4	ENSMUST00000167493.8
ENSMUST00000238718.1	ENSMUST00000033583.13
ENSMUST00000127188.2	ENSMUST00000147721.7
ENSMUST00000049245.9	ENSMUST00000211719.1
ENSMUST00000118962.7	ENSMUST00000118831.7
ENSMUST00000118962.7	ENSMUST00000120262.1
ENSMUST00000034949.9	ENSMUST00000206594.1
ENSMUST00000126214.7	ENSMUST00000045522.12
ENSMUST00000061828.9	ENSMUST00000164382.1
ENSMUST00000200680.3	ENSMUST00000113753.7
ENSMUST00000200680.3	ENSMUST00000067137.13
ENSMUST00000200680.3	ENSMUST00000113752.7
ENSMUST00000088779.4	ENSMUST00000088778.4
ENSMUST00000088779.4	ENSMUST00000230773.1
ENSMUST00000088779.4	ENSMUST00000229467.1
ENSMUST00000172768.7	ENSMUST00000148331.8
ENSMUST00000223722.1	ENSMUST00000177916.7
ENSMUST00000100399.10	ENSMUST00000069530.12
ENSMUST00000115375.7	ENSMUST00000177738.7
ENSMUST00000106042.8	ENSMUST00000106040.7
ENSMUST00000106042.8	ENSMUST00000026564.8
ENSMUST00000067218.13	ENSMUST00000123555.7
ENSMUST00000213831.1	ENSMUST00000214490.1
ENSMUST00000213831.1	ENSMUST00000052254.4
ENSMUST00000183846.7	ENSMUST00000178048.7
ENSMUST00000225849.1	ENSMUST00000230462.1
ENSMUST00000195640.1	ENSMUST00000091014.9
ENSMUST00000027637.12	ENSMUST00000056038.14
ENSMUST00000111532.3	ENSMUST00000216424.1
ENSMUST00000111532.3	ENSMUST00000099771.1
ENSMUST00000144132.7	ENSMUST00000140331.7
ENSMUST00000144132.7	ENSMUST00000145472.7
ENSMUST00000150545.7	ENSMUST00000140853.1
ENSMUST00000202677.3	ENSMUST00000201610.1
ENSMUST00000216571.1	ENSMUST00000213837.1
ENSMUST00000216571.1	ENSMUST00000099921.1
ENSMUST00000159917.7	ENSMUST00000231120.1
ENSMUST00000061209.6	ENSMUST00000193170.1
ENSMUST00000186867.6	ENSMUST00000186777.1
ENSMUST00000165929.3	ENSMUST00000230074.2
ENSMUST00000216874.1	ENSMUST00000001036.10
ENSMUST00000189542.6	ENSMUST00000186003.6
ENSMUST00000189542.6	ENSMUST00000186684.6
ENSMUST00000189542.6	ENSMUST00000188204.6
ENSMUST00000189542.6	ENSMUST00000188051.6
ENSMUST00000189542.6	ENSMUST00000185534.1
ENSMUST00000213685.1	ENSMUST00000051563.2
ENSMUST00000076451.6	ENSMUST00000180628.2
ENSMUST00000115103.8	ENSMUST00000165288.1
ENSMUST00000177986.7	ENSMUST00000177556.7
ENSMUST00000214637.2	ENSMUST00000084454.3
ENSMUST00000112138.7	ENSMUST00000081710.11
ENSMUST00000069619.13	ENSMUST00000115072.7
ENSMUST00000074262.8	ENSMUST00000099944.3
ENSMUST00000216727.1	ENSMUST00000074177.2
ENSMUST00000098374.8	ENSMUST00000105406.7
ENSMUST00000112531.7	ENSMUST00000080557.11
ENSMUST00000176324.7	ENSMUST00000177025.1
ENSMUST00000009214.9	ENSMUST00000179546.7
ENSMUST00000129099.7	ENSMUST00000155634.7
ENSMUST00000129099.7	ENSMUST00000067872.11
ENSMUST00000022819.12	ENSMUST00000124493.1
ENSMUST00000224707.1	ENSMUST00000224675.2
ENSMUST00000115591.7	ENSMUST00000115590.1
ENSMUST00000211109.1	ENSMUST00000098550.3
ENSMUST00000114015.7	ENSMUST00000077355.11
ENSMUST00000114015.7	ENSMUST00000024639.11
ENSMUST00000085385.6	ENSMUST00000110687.7
ENSMUST00000154051.7	ENSMUST00000206326.1
ENSMUST00000170920.1	ENSMUST00000095239.2
ENSMUST00000106450.7	ENSMUST00000106451.7
ENSMUST00000035264.8	ENSMUST00000077200.3
ENSMUST00000235657.1	ENSMUST00000238033.1
ENSMUST00000179429.5	ENSMUST00000196861.1
ENSMUST00000179429.5	ENSMUST00000186215.6
ENSMUST00000179429.5	ENSMUST00000058728.9
ENSMUST00000179429.5	ENSMUST00000178221.3
ENSMUST00000105315.2	ENSMUST00000099439.3
ENSMUST00000216238.2	ENSMUST00000075680.2
ENSMUST00000188866.6	ENSMUST00000187606.6
ENSMUST00000188866.6	ENSMUST00000187284.6
ENSMUST00000188866.6	ENSMUST00000185861.6
ENSMUST00000188866.6	ENSMUST00000191436.6
ENSMUST00000188866.6	ENSMUST00000188042.1
ENSMUST00000188866.6	ENSMUST00000051698.13
ENSMUST00000188866.6	ENSMUST00000169343.7
ENSMUST00000071944.12	ENSMUST00000113594.7
ENSMUST00000091471.11	ENSMUST00000022303.14
ENSMUST00000055028.8	ENSMUST00000107817.2
ENSMUST00000055028.8	ENSMUST00000180217.1
ENSMUST00000210435.3	ENSMUST00000209675.1
ENSMUST00000028607.12	ENSMUST00000111147.7
ENSMUST00000215830.1	ENSMUST00000057386.5
ENSMUST00000032141.13	ENSMUST00000113606.1
ENSMUST00000237294.1	ENSMUST00000236058.1
ENSMUST00000215380.2	ENSMUST00000104914.1
ENSMUST00000128045.2	ENSMUST00000183593.3
ENSMUST00000214281.1	ENSMUST00000215442.1
ENSMUST00000021246.8	ENSMUST00000107661.9
ENSMUST00000050476.10	ENSMUST00000036158.6
ENSMUST00000050476.10	ENSMUST00000186538.6
ENSMUST00000230486.1	ENSMUST00000230101.1
ENSMUST00000029995.5	ENSMUST00000107671.1
ENSMUST00000197565.2	ENSMUST00000039694.12
ENSMUST00000061590.5	ENSMUST00000230028.1
ENSMUST00000035645.11	ENSMUST00000098106.8
ENSMUST00000139649.7	ENSMUST00000097713.1
ENSMUST00000109202.2	ENSMUST00000213728.1
ENSMUST00000109202.2	ENSMUST00000046704.6
ENSMUST00000028679.10	ENSMUST00000116432.1
ENSMUST00000029836.8	ENSMUST00000200633.1
ENSMUST00000166467.8	ENSMUST00000039721.13
ENSMUST00000040188.15	ENSMUST00000177604.1
ENSMUST00000174236.7	ENSMUST00000236139.1
ENSMUST00000174236.7	ENSMUST00000235184.1
ENSMUST00000174236.7	ENSMUST00000169897.1
ENSMUST00000114458.7	ENSMUST00000036273.12
ENSMUST00000236633.1	ENSMUST00000237931.1
ENSMUST00000228062.1	ENSMUST00000227798.1
ENSMUST00000228062.1	ENSMUST00000170780.1
ENSMUST00000164309.2	ENSMUST00000212426.1
ENSMUST00000164309.2	ENSMUST00000212811.1
ENSMUST00000102800.7	ENSMUST00000028224.14
ENSMUST00000162827.7	ENSMUST00000161458.2
ENSMUST00000030375.8	ENSMUST00000177880.1
ENSMUST00000153543.4	ENSMUST00000113531.8
ENSMUST00000036426.12	ENSMUST00000179574.1
ENSMUST00000173322.7	ENSMUST00000172968.1
ENSMUST00000173322.7	ENSMUST00000046131.15
ENSMUST00000216706.2	ENSMUST00000120704.1
ENSMUST00000214816.1	ENSMUST00000104889.1
ENSMUST00000144255.7	ENSMUST00000133604.7
ENSMUST00000094097.11	ENSMUST00000118429.7
ENSMUST00000016696.12	ENSMUST00000117725.1
ENSMUST00000176663.7	ENSMUST00000176491.7
ENSMUST00000183663.7	ENSMUST00000184311.7
ENSMUST00000183663.7	ENSMUST00000070731.10
ENSMUST00000227136.1	ENSMUST00000124841.2
ENSMUST00000226450.1	ENSMUST00000227993.1
ENSMUST00000226450.1	ENSMUST00000078593.2
ENSMUST00000161805.7	ENSMUST00000161684.7
ENSMUST00000161805.7	ENSMUST00000162116.7
ENSMUST00000161805.7	ENSMUST00000159924.7
ENSMUST00000161805.7	ENSMUST00000162087.7
ENSMUST00000109178.7	ENSMUST00000164643.7
ENSMUST00000105721.8	ENSMUST00000063704.7
ENSMUST00000110109.7	ENSMUST00000035646.10
ENSMUST00000146074.7	ENSMUST00000177931.1
ENSMUST00000077548.11	ENSMUST00000098763.6
ENSMUST00000166384.7	ENSMUST00000168907.7
ENSMUST00000166384.7	ENSMUST00000171265.7
ENSMUST00000166384.7	ENSMUST00000097826.5
ENSMUST00000164220.7	ENSMUST00000048807.11
ENSMUST00000160019.7	ENSMUST00000035839.2
ENSMUST00000191916.5	ENSMUST00000195855.5
ENSMUST00000191916.5	ENSMUST00000059021.9
ENSMUST00000191916.5	ENSMUST00000071280.7
ENSMUST00000191916.5	ENSMUST00000165309.7
ENSMUST00000191916.5	ENSMUST00000164828.7
ENSMUST00000032270.12	ENSMUST00000032271.12
ENSMUST00000227884.1	ENSMUST00000227768.1
ENSMUST00000227884.1	ENSMUST00000177435.2
ENSMUST00000018810.9	ENSMUST00000134585.7
ENSMUST00000047348.10	ENSMUST00000171205.2
ENSMUST00000112188.7	ENSMUST00000180322.1
ENSMUST00000041403.11	ENSMUST00000170502.1
ENSMUST00000207137.1	ENSMUST00000207580.1
ENSMUST00000204655.2	ENSMUST00000171349.7
ENSMUST00000198941.4	ENSMUST00000111346.5
ENSMUST00000107200.7	ENSMUST00000107199.1
ENSMUST00000107836.7	ENSMUST00000102934.8
ENSMUST00000107836.7	ENSMUST00000045793.14
ENSMUST00000228820.1	ENSMUST00000230346.1
ENSMUST00000216092.1	ENSMUST00000217279.1
ENSMUST00000216092.1	ENSMUST00000071410.1
ENSMUST00000169438.7	ENSMUST00000171562.7
ENSMUST00000169438.7	ENSMUST00000080857.11
ENSMUST00000051757.13	ENSMUST00000163328.7
ENSMUST00000111298.5	ENSMUST00000065329.12
ENSMUST00000216616.2	ENSMUST00000099758.1
ENSMUST00000075644.12	ENSMUST00000170266.2
ENSMUST00000065308.12	ENSMUST00000110329.7
ENSMUST00000115907.2	ENSMUST00000238203.1
ENSMUST00000115907.2	ENSMUST00000108002.3
ENSMUST00000115907.2	ENSMUST00000238328.1
ENSMUST00000115907.2	ENSMUST00000107988.3
ENSMUST00000115907.2	ENSMUST00000153997.7
ENSMUST00000115907.2	ENSMUST00000181518.1
ENSMUST00000214669.1	ENSMUST00000215210.1
ENSMUST00000214669.1	ENSMUST00000216229.1
ENSMUST00000214669.1	ENSMUST00000213516.1
ENSMUST00000214669.1	ENSMUST00000213727.1
ENSMUST00000214669.1	ENSMUST00000090330.1
ENSMUST00000168815.7	ENSMUST00000060301.5
ENSMUST00000206369.1	ENSMUST00000205405.1
ENSMUST00000174772.7	ENSMUST00000082057.9
ENSMUST00000170422.3	ENSMUST00000179322.1
ENSMUST00000079791.10	ENSMUST00000115140.1
ENSMUST00000079791.10	ENSMUST00000104893.9
ENSMUST00000112701.7	ENSMUST00000027542.12
ENSMUST00000112701.7	ENSMUST00000172005.7
ENSMUST00000172109.3	ENSMUST00000181221.5
ENSMUST00000172109.3	ENSMUST00000229834.1
ENSMUST00000057885.12	ENSMUST00000120094.4
ENSMUST00000021217.10	ENSMUST00000072566.4
ENSMUST00000107737.10	ENSMUST00000210060.1
ENSMUST00000107737.10	ENSMUST00000072836.6
ENSMUST00000111512.9	ENSMUST00000061830.1
ENSMUST00000204542.2	ENSMUST00000112244.7
ENSMUST00000185665.6	ENSMUST00000186309.6
ENSMUST00000113792.1	ENSMUST00000036354.6
ENSMUST00000113792.1	ENSMUST00000167246.1
ENSMUST00000213832.1	ENSMUST00000080831.3
ENSMUST00000097311.8	ENSMUST00000229396.1
ENSMUST00000217747.1	ENSMUST00000061458.8
